   name,Character,r0le,TITLE,  Type,release Year,genres,imdb sc0re,imdb v0tes
Claudia O'Doherty,Bertie Bauer,ACTOR,Love,SHOW,2016,"['comedy', 'drama', 'romance']",7.7,42357
Volodymyr Zelenskyy,Vasiliy Petrovich Goloborodko,ACTOR,Servant of the People,SHOW,2015,['comedy'],7.3,3266
Stanislav Boklan,Yuriy Ivanovich Chuyko,ACTOR,Servant of the People,SHOW,2015,['comedy'],7.3,3266
Yevgeniy Koshevoy,Sergey Mukhin,ACTOR,Servant of the People,SHOW,2015,['comedy'],7.3,3266
Natalia Sumska,Maria Goloborodko,ACTOR,Servant of the People,SHOW,2015,['comedy'],7.3,3266
Victor Saraykin,Petr Goloborodko,ACTOR,Servant of the People,SHOW,2015,['comedy'],7.3,3266
Elena Kravets,Olga Mischenko,ACTOR,Servant of the People,SHOW,2015,['comedy'],7.3,3266
Yury Krapov,Mikhail Sanin,ACTOR,Servant of the People,SHOW,2015,['comedy'],7.3,3266
Aleksandr Pikalov,Ivan Skorik,ACTOR,Servant of the People,SHOW,2015,['comedy'],7.3,3266
Heorhii Povolotskyi,Tolya,ACTOR,Servant of the People,SHOW,2015,['comedy'],7.3,3266
James Wolk,Jackson Oz,ACTOR,Zoo,SHOW,2015,"['drama', 'scifi', 'thriller']",6.6,24694
Nonso Anozie,Abraham Kenyatta,ACTOR,Zoo,SHOW,2015,"['drama', 'scifi', 'thriller']",6.6,24694
Billy Burke,Mitch Morgan,ACTOR,Zoo,SHOW,2015,"['drama', 'scifi', 'thriller']",6.6,24694
Kristen Connolly,Jamie Campbell,ACTOR,Zoo,SHOW,2015,"['drama', 'scifi', 'thriller']",6.6,24694
Alyssa Diaz,Dariela Marzan,ACTOR,Zoo,SHOW,2015,"['drama', 'scifi', 'thriller']",6.6,24694
Josh Salatin,Logan,ACTOR,Zoo,SHOW,2015,"['drama', 'scifi', 'thriller']",6.6,24694
Gracie Dzienny,Clementine,ACTOR,Zoo,SHOW,2015,"['drama', 'scifi', 'thriller']",6.6,24694
Phoebe Waller-Bridge,Lulu,ACTOR,Crashing,SHOW,2016,"['comedy', 'european']",7.7,20370
Jonathan Bailey,Sam,ACTOR,Crashing,SHOW,2016,"['comedy', 'european']",7.7,20370
Julie Dray,Melody,ACTOR,Crashing,SHOW,2016,"['comedy', 'european']",7.7,20370
Louise Ford,Kate,ACTOR,Crashing,SHOW,2016,"['comedy', 'european']",7.7,20370
Damien Molony,Anthony,ACTOR,Crashing,SHOW,2016,"['comedy', 'european']",7.7,20370
Adrian Scarborough,Colin,ACTOR,Crashing,SHOW,2016,"['comedy', 'european']",7.7,20370
Amit Shah,Fred,ACTOR,Crashing,SHOW,2016,"['comedy', 'european']",7.7,20370
Michael Fassbender,Steve Jobs,ACTOR,Steve Jobs,MOVIE,2015,"['history', 'drama']",7.2,168042
Kate Winslet,Joanna Hoffman,ACTOR,Steve Jobs,MOVIE,2015,"['history', 'drama']",7.2,168042
Seth Rogen,Steve Wozniak,ACTOR,Steve Jobs,MOVIE,2015,"['history', 'drama']",7.2,168042
Jeff Daniels,John Sculley,ACTOR,Steve Jobs,MOVIE,2015,"['history', 'drama']",7.2,168042
Michael Stuhlbarg,Andy Hertzfeld,ACTOR,Steve Jobs,MOVIE,2015,"['history', 'drama']",7.2,168042
Katherine Waterston,Chrisann Brennan,ACTOR,Steve Jobs,MOVIE,2015,"['history', 'drama']",7.2,168042
Perla Haney-Jardine,Lisa Brennan (19),ACTOR,Steve Jobs,MOVIE,2015,"['history', 'drama']",7.2,168042
Ripley Sobo,Lisa Brennan (9),ACTOR,Steve Jobs,MOVIE,2015,"['history', 'drama']",7.2,168042
Makenzie Moss,Lisa Brennan (5),ACTOR,Steve Jobs,MOVIE,2015,"['history', 'drama']",7.2,168042
Sarah Snook,Andrea Cunningham,ACTOR,Steve Jobs,MOVIE,2015,"['history', 'drama']",7.2,168042
John Ortiz,Joel Pforzheimer,ACTOR,Steve Jobs,MOVIE,2015,"['history', 'drama']",7.2,168042
Adam Shapiro,Avie Tevanian,ACTOR,Steve Jobs,MOVIE,2015,"['history', 'drama']",7.2,168042
John Steen,Mike Markkula,ACTOR,Steve Jobs,MOVIE,2015,"['history', 'drama']",7.2,168042
Stan Roth,George Coates,ACTOR,Steve Jobs,MOVIE,2015,"['history', 'drama']",7.2,168042
Mihran Slougian,Jandali,ACTOR,Steve Jobs,MOVIE,2015,"['history', 'drama']",7.2,168042
Robert Anthony Peters,Engineer with Diskette,ACTOR,Steve Jobs,MOVIE,2015,"['history', 'drama']",7.2,168042
Noreen Lee,Airline Concierge,ACTOR,Steve Jobs,MOVIE,2015,"['history', 'drama']",7.2,168042
Gail Fenton,Stage Manager (NeXT),ACTOR,Steve Jobs,MOVIE,2015,"['history', 'drama']",7.2,168042
Karen Kahn,Stage Manager (NeXT),ACTOR,Steve Jobs,MOVIE,2015,"['history', 'drama']",7.2,168042
Rachel Caproni,Stage Manager (NeXT),ACTOR,Steve Jobs,MOVIE,2015,"['history', 'drama']",7.2,168042
Lily Tung Crystal,Woman on P.A. (NeXT),ACTOR,Steve Jobs,MOVIE,2015,"['history', 'drama']",7.2,168042
Damara Reilly,Woman on P.A. (iMac),ACTOR,Steve Jobs,MOVIE,2015,"['history', 'drama']",7.2,168042
Marika Casteel,Woman on P.A. (iMac),ACTOR,Steve Jobs,MOVIE,2015,"['history', 'drama']",7.2,168042
Lana Palmer,Straggler (uncredited),ACTOR,Steve Jobs,MOVIE,2015,"['history', 'drama']",7.2,168042
Dylan Freitas-D'Louhy,Straggler,ACTOR,Steve Jobs,MOVIE,2015,"['history', 'drama']",7.2,168042
Chris Tomasso,Straggler,ACTOR,Steve Jobs,MOVIE,2015,"['history', 'drama']",7.2,168042
John Chovanec,VIP,ACTOR,Steve Jobs,MOVIE,2015,"['history', 'drama']",7.2,168042
Daniel Liddle,VIP,ACTOR,Steve Jobs,MOVIE,2015,"['history', 'drama']",7.2,168042
Lora Oliver,Andrea's Assistant,ACTOR,Steve Jobs,MOVIE,2015,"['history', 'drama']",7.2,168042
Colm O'Riain,Violinist,ACTOR,Steve Jobs,MOVIE,2015,"['history', 'drama']",7.2,168042
Anita Bennett,News Anchor,ACTOR,Steve Jobs,MOVIE,2015,"['history', 'drama']",7.2,168042
Greg Mills,News Anchor,ACTOR,Steve Jobs,MOVIE,2015,"['history', 'drama']",7.2,168042
Melissa Etezadi,News Anchor,ACTOR,Steve Jobs,MOVIE,2015,"['history', 'drama']",7.2,168042
Rick Chambers,News Anchor,ACTOR,Steve Jobs,MOVIE,2015,"['history', 'drama']",7.2,168042
Sara Welch,News Anchor,ACTOR,Steve Jobs,MOVIE,2015,"['history', 'drama']",7.2,168042
Marc Istook,News Anchor,ACTOR,Steve Jobs,MOVIE,2015,"['history', 'drama']",7.2,168042
Carlo Cecchetto,News Anchor,ACTOR,Steve Jobs,MOVIE,2015,"['history', 'drama']",7.2,168042
Kristina Guerrero,News Anchor,ACTOR,Steve Jobs,MOVIE,2015,"['history', 'drama']",7.2,168042
Bill Seward,News Anchor,ACTOR,Steve Jobs,MOVIE,2015,"['history', 'drama']",7.2,168042
Mark Mester,News Anchor,ACTOR,Steve Jobs,MOVIE,2015,"['history', 'drama']",7.2,168042
Derrin Horton,News Anchor,ACTOR,Steve Jobs,MOVIE,2015,"['history', 'drama']",7.2,168042
Steven Wiig,Bill Martin (uncredited),ACTOR,Steve Jobs,MOVIE,2015,"['history', 'drama']",7.2,168042
Tony Toste,Matt McKlusky (uncredited),ACTOR,Steve Jobs,MOVIE,2015,"['history', 'drama']",7.2,168042
Lena Avgust,Steve's Stage Manager (uncredited),ACTOR,Steve Jobs,MOVIE,2015,"['history', 'drama']",7.2,168042
Diogo Hausen,Stage Hand (uncredited),ACTOR,Steve Jobs,MOVIE,2015,"['history', 'drama']",7.2,168042
Alex Phillip,Apple Gen-Xer (uncredited),ACTOR,Steve Jobs,MOVIE,2015,"['history', 'drama']",7.2,168042
Derek W. Adam,Cameraman (uncredited),ACTOR,Steve Jobs,MOVIE,2015,"['history', 'drama']",7.2,168042
Natalie Stephany Aguilar,Cafe Patron (uncredited),ACTOR,Steve Jobs,MOVIE,2015,"['history', 'drama']",7.2,168042
Moises Amaya,Generation X Engineer 1998 (uncredited),ACTOR,Steve Jobs,MOVIE,2015,"['history', 'drama']",7.2,168042
AnnaCorey,Jordan IMAC Marketing Team (uncredited),ACTOR,Steve Jobs,MOVIE,2015,"['history', 'drama']",7.2,168042
Andy Arness,Apple Board Member (uncredited),ACTOR,Steve Jobs,MOVIE,2015,"['history', 'drama']",7.2,168042
David Blount-Porter,VIP Press (uncredited),ACTOR,Steve Jobs,MOVIE,2015,"['history', 'drama']",7.2,168042
John Edward Cabrera,Launch Attendee (uncredited),ACTOR,Steve Jobs,MOVIE,2015,"['history', 'drama']",7.2,168042
Bryan Casserly,Apple Employee (uncredited),ACTOR,Steve Jobs,MOVIE,2015,"['history', 'drama']",7.2,168042
Brian Castellanos,Cameraman (uncredited),ACTOR,Steve Jobs,MOVIE,2015,"['history', 'drama']",7.2,168042
Javier Chavarin,1984 Launch Attendee (uncredited),ACTOR,Steve Jobs,MOVIE,2015,"['history', 'drama']",7.2,168042
Alan Chu,Press Photographer (uncredited),ACTOR,Steve Jobs,MOVIE,2015,"['history', 'drama']",7.2,168042
Stephanie Johnston,1998 Launch Attendee (uncredited),ACTOR,Steve Jobs,MOVIE,2015,"['history', 'drama']",7.2,168042
John Lobato,Stock Holder Member (uncredited),ACTOR,Steve Jobs,MOVIE,2015,"['history', 'drama']",7.2,168042
Ed Moy,1998 Product Engineer (uncredited),ACTOR,Steve Jobs,MOVIE,2015,"['history', 'drama']",7.2,168042
Danny Boyle,unknown,DIRECTOR,Steve Jobs,MOVIE,2015,"['history', 'drama']",7.2,168042
Patrick Wilson,Ed Warren,ACTOR,The Conjuring 2,MOVIE,2016,"['horror', 'thriller', 'drama']",7.3,264195
Vera Farmiga,Lorraine Warren,ACTOR,The Conjuring 2,MOVIE,2016,"['horror', 'thriller', 'drama']",7.3,264195
Madison Wolfe,Janet Hodgson,ACTOR,The Conjuring 2,MOVIE,2016,"['horror', 'thriller', 'drama']",7.3,264195
Frances O'Connor,Peggy Hodgson,ACTOR,The Conjuring 2,MOVIE,2016,"['horror', 'thriller', 'drama']",7.3,264195
Simon McBurney,Maurice Grosse,ACTOR,The Conjuring 2,MOVIE,2016,"['horror', 'thriller', 'drama']",7.3,264195
Sterling Jerins,Judy Warren,ACTOR,The Conjuring 2,MOVIE,2016,"['horror', 'thriller', 'drama']",7.3,264195
Lauren Esposito,Margaret Hodgson,ACTOR,The Conjuring 2,MOVIE,2016,"['horror', 'thriller', 'drama']",7.3,264195
Maria Doyle Kennedy,Peggy Nottingham,ACTOR,The Conjuring 2,MOVIE,2016,"['horror', 'thriller', 'drama']",7.3,264195
Benjamin Haigh,Billy Hodgson,ACTOR,The Conjuring 2,MOVIE,2016,"['horror', 'thriller', 'drama']",7.3,264195
Patrick McAuley,Johnny Hodgson,ACTOR,The Conjuring 2,MOVIE,2016,"['horror', 'thriller', 'drama']",7.3,264195
Simon Delaney,Vic Nottingham,ACTOR,The Conjuring 2,MOVIE,2016,"['horror', 'thriller', 'drama']",7.3,264195
Franka Potente,Anita Gregory,ACTOR,The Conjuring 2,MOVIE,2016,"['horror', 'thriller', 'drama']",7.3,264195
Bob Adrian,Bill Wilkins,ACTOR,The Conjuring 2,MOVIE,2016,"['horror', 'thriller', 'drama']",7.3,264195
Steve Coulter,Father Gordon,ACTOR,The Conjuring 2,MOVIE,2016,"['horror', 'thriller', 'drama']",7.3,264195
Chris Royds,Graham Morris,ACTOR,The Conjuring 2,MOVIE,2016,"['horror', 'thriller', 'drama']",7.3,264195
Abhi Sinha,Harry Whitmark,ACTOR,The Conjuring 2,MOVIE,2016,"['horror', 'thriller', 'drama']",7.3,264195
Daniel Wolfe,Kent Allen,ACTOR,The Conjuring 2,MOVIE,2016,"['horror', 'thriller', 'drama']",7.3,264195
Annie Young,Constable Heeps,ACTOR,The Conjuring 2,MOVIE,2016,"['horror', 'thriller', 'drama']",7.3,264195
Elliot Joseph,Constable Peterson,ACTOR,The Conjuring 2,MOVIE,2016,"['horror', 'thriller', 'drama']",7.3,264195
Cory English,Stephen Kaplan,ACTOR,The Conjuring 2,MOVIE,2016,"['horror', 'thriller', 'drama']",7.3,264195
Emily Tasker,Camilla,ACTOR,The Conjuring 2,MOVIE,2016,"['horror', 'thriller', 'drama']",7.3,264195
Kate Cook,Mrs. More,ACTOR,The Conjuring 2,MOVIE,2016,"['horror', 'thriller', 'drama']",7.3,264195
Shannon Kook,Drew Thomas,ACTOR,The Conjuring 2,MOVIE,2016,"['horror', 'thriller', 'drama']",7.3,264195
Thomas Harrison,Peter,ACTOR,The Conjuring 2,MOVIE,2016,"['horror', 'thriller', 'drama']",7.3,264195
Jennifer Collins,Louise Defeo,ACTOR,The Conjuring 2,MOVIE,2016,"['horror', 'thriller', 'drama']",7.3,264195
Bonnie Aarons,Demon Nun,ACTOR,The Conjuring 2,MOVIE,2016,"['horror', 'thriller', 'drama']",7.3,264195
Javier Botet,Crooked Man,ACTOR,The Conjuring 2,MOVIE,2016,"['horror', 'thriller', 'drama']",7.3,264195
Joseph Bishara,Demon,ACTOR,The Conjuring 2,MOVIE,2016,"['horror', 'thriller', 'drama']",7.3,264195
Nancy DeMars,Woman Walking Dog,ACTOR,The Conjuring 2,MOVIE,2016,"['horror', 'thriller', 'drama']",7.3,264195
Robin Atkin Downes,Bill Wilkins (voice),ACTOR,The Conjuring 2,MOVIE,2016,"['horror', 'thriller', 'drama']",7.3,264195
Jason Liles,Crooked Man Shadow (uncredited),ACTOR,The Conjuring 2,MOVIE,2016,"['horror', 'thriller', 'drama']",7.3,264195
James Wan,unknown,DIRECTOR,The Conjuring 2,MOVIE,2016,"['horror', 'thriller', 'drama']",7.3,264195
Hiroshi Kamiya,Saiki Kusuo (voice),ACTOR,The Disastrous Life of Saiki K.,SHOW,2016,"['scifi', 'comedy', 'animation', 'fantasy']",8.4,7086
Ai Kayano,Teruhashi Kokomi (voice),ACTOR,The Disastrous Life of Saiki K.,SHOW,2016,"['scifi', 'comedy', 'animation', 'fantasy']",8.4,7086
Daisuke Ono,Nendo Riki (voice),ACTOR,The Disastrous Life of Saiki K.,SHOW,2016,"['scifi', 'comedy', 'animation', 'fantasy']",8.4,7086
Nobunaga Shimazaki,Kaido Shun (voice),ACTOR,The Disastrous Life of Saiki K.,SHOW,2016,"['scifi', 'comedy', 'animation', 'fantasy']",8.4,7086
Satoshi Hino,Hairo Kineshi (voice),ACTOR,The Disastrous Life of Saiki K.,SHOW,2016,"['scifi', 'comedy', 'animation', 'fantasy']",8.4,7086
Natsuki Hanae,Toritsuka Reita (voice),ACTOR,The Disastrous Life of Saiki K.,SHOW,2016,"['scifi', 'comedy', 'animation', 'fantasy']",8.4,7086
Yoshimasa Hosoya,Kuboyasu Aren (voice),ACTOR,The Disastrous Life of Saiki K.,SHOW,2016,"['scifi', 'comedy', 'animation', 'fantasy']",8.4,7086
Rikako Aikawa,Saiki Kurumi (voice),ACTOR,The Disastrous Life of Saiki K.,SHOW,2016,"['scifi', 'comedy', 'animation', 'fantasy']",8.4,7086
Makoto Furukawa,Narrator (voice),ACTOR,The Disastrous Life of Saiki K.,SHOW,2016,"['scifi', 'comedy', 'animation', 'fantasy']",8.4,7086
Jim Parsons,Oh (voice),ACTOR,Home,MOVIE,2015,"['family', 'fantasy', 'comedy', 'animation', 'scifi']",6.6,101975
Rihanna,Gratuity 'Tip' Tucci (voice),ACTOR,Home,MOVIE,2015,"['family', 'fantasy', 'comedy', 'animation', 'scifi']",6.6,101975
Steve Martin,Capitain Smek (voice),ACTOR,Home,MOVIE,2015,"['family', 'fantasy', 'comedy', 'animation', 'scifi']",6.6,101975
Jennifer Lopez,Lucy Tucci (voice),ACTOR,Home,MOVIE,2015,"['family', 'fantasy', 'comedy', 'animation', 'scifi']",6.6,101975
Matt Jones,Kyle (voice),ACTOR,Home,MOVIE,2015,"['family', 'fantasy', 'comedy', 'animation', 'scifi']",6.6,101975
Brian Stepanek,Gorg Commander / Father / Boov (voice),ACTOR,Home,MOVIE,2015,"['family', 'fantasy', 'comedy', 'animation', 'scifi']",6.6,101975
April Lawrence,Boov Announcer (voice),ACTOR,Home,MOVIE,2015,"['family', 'fantasy', 'comedy', 'animation', 'scifi']",6.6,101975
Lisa Stewart,Boov (voice),ACTOR,Home,MOVIE,2015,"['family', 'fantasy', 'comedy', 'animation', 'scifi']",6.6,101975
Stephen Kearin,Boov (voice),ACTOR,Home,MOVIE,2015,"['family', 'fantasy', 'comedy', 'animation', 'scifi']",6.6,101975
April Winchell,Boov (voice),ACTOR,Home,MOVIE,2015,"['family', 'fantasy', 'comedy', 'animation', 'scifi']",6.6,101975
Tim Johnson,unknown,DIRECTOR,Home,MOVIE,2015,"['family', 'fantasy', 'comedy', 'animation', 'scifi']",6.6,101975
Sharlto Copley,Chappie,ACTOR,Chappie,MOVIE,2015,"['crime', 'action', 'scifi', 'drama', 'thriller']",6.8,249345
Dev Patel,Deon Wilson,ACTOR,Chappie,MOVIE,2015,"['crime', 'action', 'scifi', 'drama', 'thriller']",6.8,249345
Hugh Jackman,Vincent Moore,ACTOR,Chappie,MOVIE,2015,"['crime', 'action', 'scifi', 'drama', 'thriller']",6.8,249345
Ninja,Ninja,ACTOR,Chappie,MOVIE,2015,"['crime', 'action', 'scifi', 'drama', 'thriller']",6.8,249345
Yo-Landi Visser,Yo-Landi,ACTOR,Chappie,MOVIE,2015,"['crime', 'action', 'scifi', 'drama', 'thriller']",6.8,249345
Sigourney Weaver,Michelle Bradley,ACTOR,Chappie,MOVIE,2015,"['crime', 'action', 'scifi', 'drama', 'thriller']",6.8,249345
Chris Shields,Journalist,ACTOR,Chappie,MOVIE,2015,"['crime', 'action', 'scifi', 'drama', 'thriller']",6.8,249345
Anderson Cooper,Anderson Cooper,ACTOR,Chappie,MOVIE,2015,"['crime', 'action', 'scifi', 'drama', 'thriller']",6.8,249345
Jose Pablo Cantillo,Yankie (Amerika),ACTOR,Chappie,MOVIE,2015,"['crime', 'action', 'scifi', 'drama', 'thriller']",6.8,249345
Brandon Auret,Hippo,ACTOR,Chappie,MOVIE,2015,"['crime', 'action', 'scifi', 'drama', 'thriller']",6.8,249345
Johnny Selema,Pitbull,ACTOR,Chappie,MOVIE,2015,"['crime', 'action', 'scifi', 'drama', 'thriller']",6.8,249345
Maurice Carpede,Police Chief,ACTOR,Chappie,MOVIE,2015,"['crime', 'action', 'scifi', 'drama', 'thriller']",6.8,249345
Jason Cope,Tetravaal Lead Mechanic,ACTOR,Chappie,MOVIE,2015,"['crime', 'action', 'scifi', 'drama', 'thriller']",6.8,249345
Kevin Otto,CNN Reporter,ACTOR,Chappie,MOVIE,2015,"['crime', 'action', 'scifi', 'drama', 'thriller']",6.8,249345
Bill Marchant,Professor,ACTOR,Chappie,MOVIE,2015,"['crime', 'action', 'scifi', 'drama', 'thriller']",6.8,249345
Robert Hobbs,The Procurement Officer,ACTOR,Chappie,MOVIE,2015,"['crime', 'action', 'scifi', 'drama', 'thriller']",6.8,249345
Eugene Khumbanyiwa,King,ACTOR,Chappie,MOVIE,2015,"['crime', 'action', 'scifi', 'drama', 'thriller']",6.8,249345
Mark K. Xulu,Gang Member,ACTOR,Chappie,MOVIE,2015,"['crime', 'action', 'scifi', 'drama', 'thriller']",6.8,249345
Sherldon Marema,Gang Member,ACTOR,Chappie,MOVIE,2015,"['crime', 'action', 'scifi', 'drama', 'thriller']",6.8,249345
Shaheed Hajee,Gang Member,ACTOR,Chappie,MOVIE,2015,"['crime', 'action', 'scifi', 'drama', 'thriller']",6.8,249345
James Hendricks,Gang Member,ACTOR,Chappie,MOVIE,2015,"['crime', 'action', 'scifi', 'drama', 'thriller']",6.8,249345
Julian Brits,Gang Member,ACTOR,Chappie,MOVIE,2015,"['crime', 'action', 'scifi', 'drama', 'thriller']",6.8,249345
David Davadoss,Mercedes Benz Driver,ACTOR,Chappie,MOVIE,2015,"['crime', 'action', 'scifi', 'drama', 'thriller']",6.8,249345
Anneli Muller,BMW Driver,ACTOR,Chappie,MOVIE,2015,"['crime', 'action', 'scifi', 'drama', 'thriller']",6.8,249345
Kendal Watt,Nissan Driver,ACTOR,Chappie,MOVIE,2015,"['crime', 'action', 'scifi', 'drama', 'thriller']",6.8,249345
Chan Marti,Field Reporter,ACTOR,Chappie,MOVIE,2015,"['crime', 'action', 'scifi', 'drama', 'thriller']",6.8,249345
Vuyelwa Booi,Field Reporter,ACTOR,Chappie,MOVIE,2015,"['crime', 'action', 'scifi', 'drama', 'thriller']",6.8,249345
Mike Blomkamp,Police Officer,ACTOR,Chappie,MOVIE,2015,"['crime', 'action', 'scifi', 'drama', 'thriller']",6.8,249345
Anthony Bishop,Police Officer,ACTOR,Chappie,MOVIE,2015,"['crime', 'action', 'scifi', 'drama', 'thriller']",6.8,249345
Paul Dobson,Police Robot (voice),ACTOR,Chappie,MOVIE,2015,"['crime', 'action', 'scifi', 'drama', 'thriller']",6.8,249345
Max Poolman,Hippo's Thug,ACTOR,Chappie,MOVIE,2015,"['crime', 'action', 'scifi', 'drama', 'thriller']",6.8,249345
Alistair Prodgers,Tetravaal Mechanic,ACTOR,Chappie,MOVIE,2015,"['crime', 'action', 'scifi', 'drama', 'thriller']",6.8,249345
Wandile Molebatsi,Armored Truck Guard,ACTOR,Chappie,MOVIE,2015,"['crime', 'action', 'scifi', 'drama', 'thriller']",6.8,249345
Arran Henn,VSN News Desk Reporter,ACTOR,Chappie,MOVIE,2015,"['crime', 'action', 'scifi', 'drama', 'thriller']",6.8,249345
Thami Ngubeni,VSN News Desk Reporter,ACTOR,Chappie,MOVIE,2015,"['crime', 'action', 'scifi', 'drama', 'thriller']",6.8,249345
James Bitonti,Gun Store Owner,ACTOR,Chappie,MOVIE,2015,"['crime', 'action', 'scifi', 'drama', 'thriller']",6.8,249345
Andea Volschenk,Tetravaal Office Assistant,ACTOR,Chappie,MOVIE,2015,"['crime', 'action', 'scifi', 'drama', 'thriller']",6.8,249345
Hein De Vries,Special Forces Soldier,ACTOR,Chappie,MOVIE,2015,"['crime', 'action', 'scifi', 'drama', 'thriller']",6.8,249345
Dan Hirst,Merc,ACTOR,Chappie,MOVIE,2015,"['crime', 'action', 'scifi', 'drama', 'thriller']",6.8,249345
Paul Hampshire,Merc,ACTOR,Chappie,MOVIE,2015,"['crime', 'action', 'scifi', 'drama', 'thriller']",6.8,249345
Graeme Duffy,Tech (uncredited),ACTOR,Chappie,MOVIE,2015,"['crime', 'action', 'scifi', 'drama', 'thriller']",6.8,249345
Miranda Frigon,Psychologist (uncredited),ACTOR,Chappie,MOVIE,2015,"['crime', 'action', 'scifi', 'drama', 'thriller']",6.8,249345
Edwin Gagiano,Office Worker (uncredited),ACTOR,Chappie,MOVIE,2015,"['crime', 'action', 'scifi', 'drama', 'thriller']",6.8,249345
Sean O. Roberts,Hacker (uncredited),ACTOR,Chappie,MOVIE,2015,"['crime', 'action', 'scifi', 'drama', 'thriller']",6.8,249345
Neill Blomkamp,unknown,DIRECTOR,Chappie,MOVIE,2015,"['crime', 'action', 'scifi', 'drama', 'thriller']",6.8,249345
Yuki Kaji,Kei Kurono (voice),ACTOR,Gantz:O,MOVIE,2016,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'horror', 'drama']",7.1,14950
Daisuke Ono,Masaru Kato (voice),ACTOR,Gantz:O,MOVIE,2016,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'horror', 'drama']",7.1,14950
Saori Hayami,Reika (voice),ACTOR,Gantz:O,MOVIE,2016,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'horror', 'drama']",7.1,14950
Mao Ichimichi,Anzu Yamasaki (voice),ACTOR,Gantz:O,MOVIE,2016,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'horror', 'drama']",7.1,14950
Masaya Onosaka,Susumu Kimura (voice),ACTOR,Gantz:O,MOVIE,2016,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'horror', 'drama']",7.1,14950
Kenjiro Tsuda,Sanpei Taira (voice),ACTOR,Gantz:O,MOVIE,2016,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'horror', 'drama']",7.1,14950
Shuuichi Ikeda,Yoshikazu Suzuki (voice),ACTOR,Gantz:O,MOVIE,2016,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'horror', 'drama']",7.1,14950
Teruaki Ogawa,Tetsuo Hara (voice),ACTOR,Gantz:O,MOVIE,2016,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'horror', 'drama']",7.1,14950
Tomohiro Kaku,Joichiro Nishi (voice),ACTOR,Gantz:O,MOVIE,2016,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'horror', 'drama']",7.1,14950
Masane Tsukayama,Nurarihyon (voice),ACTOR,Gantz:O,MOVIE,2016,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'horror', 'drama']",7.1,14950
Keiichi Sato,unknown,DIRECTOR,Gantz:O,MOVIE,2016,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'horror', 'drama']",7.1,14950
Yasushi Kawamura,unknown,DIRECTOR,Gantz:O,MOVIE,2016,"['scifi', 'action', 'animation', 'fantasy', 'thriller', 'horror', 'drama']",7.1,14950
Miranda May,Lou,ACTOR,BUNK'D,SHOW,2015,"['comedy', 'drama', 'family']",5.3,3287
Luke Busey,Jake,ACTOR,BUNK'D,SHOW,2015,"['comedy', 'drama', 'family']",5.3,3287
Trevor Tordjman,Parker,ACTOR,BUNK'D,SHOW,2015,"['comedy', 'drama', 'family']",5.3,3287
Mallory James Mahoney,Destiny,ACTOR,BUNK'D,SHOW,2015,"['comedy', 'drama', 'family']",5.3,3287
Israel Johnson,Noah,ACTOR,BUNK'D,SHOW,2015,"['comedy', 'drama', 'family']",5.3,3287
Alfred Lewis,Bill,ACTOR,BUNK'D,SHOW,2015,"['comedy', 'drama', 'family']",5.3,3287
Ethan Hawke,Paul,ACTOR,In a Valley of Violence,MOVIE,2016,"['crime', 'thriller', 'western', 'action', 'drama']",6,18987
John Travolta,The Marshal,ACTOR,In a Valley of Violence,MOVIE,2016,"['crime', 'thriller', 'western', 'action', 'drama']",6,18987
Taissa Farmiga,Mary Anne,ACTOR,In a Valley of Violence,MOVIE,2016,"['crime', 'thriller', 'western', 'action', 'drama']",6,18987
James Ransone,Gilly,ACTOR,In a Valley of Violence,MOVIE,2016,"['crime', 'thriller', 'western', 'action', 'drama']",6,18987
Karen Gillan,Ellen,ACTOR,In a Valley of Violence,MOVIE,2016,"['crime', 'thriller', 'western', 'action', 'drama']",6,18987
Burn Gorman,Priest,ACTOR,In a Valley of Violence,MOVIE,2016,"['crime', 'thriller', 'western', 'action', 'drama']",6,18987
Toby Huss,Harris,ACTOR,In a Valley of Violence,MOVIE,2016,"['crime', 'thriller', 'western', 'action', 'drama']",6,18987
Larry Fessenden,Roy,ACTOR,In a Valley of Violence,MOVIE,2016,"['crime', 'thriller', 'western', 'action', 'drama']",6,18987
K. Harrison Sweeney,William T. 'Billy' Baxter,ACTOR,In a Valley of Violence,MOVIE,2016,"['crime', 'thriller', 'western', 'action', 'drama']",6,18987
Tommy Nohilly,Tubby,ACTOR,In a Valley of Violence,MOVIE,2016,"['crime', 'thriller', 'western', 'action', 'drama']",6,18987
Jeff Bairstow,Townsperson,ACTOR,In a Valley of Violence,MOVIE,2016,"['crime', 'thriller', 'western', 'action', 'drama']",6,18987
