   name,Character,r0le,TITLE,  Type,release Year,genres,imdb sc0re,imdb v0tes
Michael Davis,Dollar Bill,ACTOR,In a Valley of Violence,MOVIE,2016,"['crime', 'thriller', 'western', 'action', 'drama']",6,18987
James Cady,Bartender,ACTOR,In a Valley of Violence,MOVIE,2016,"['crime', 'thriller', 'western', 'action', 'drama']",6,18987
James E. Lane,Old Town Miner,ACTOR,In a Valley of Violence,MOVIE,2016,"['crime', 'thriller', 'western', 'action', 'drama']",6,18987
Jumpy,Abby,ACTOR,In a Valley of Violence,MOVIE,2016,"['crime', 'thriller', 'western', 'action', 'drama']",6,18987
Ti West,unknown,DIRECTOR,In a Valley of Violence,MOVIE,2016,"['crime', 'thriller', 'western', 'action', 'drama']",6,18987
Lewis MacDougall,Conor O'Malley,ACTOR,A Monster Calls,MOVIE,2016,"['drama', 'animation', 'family', 'fantasy', 'thriller', 'european']",7.4,87806
Sigourney Weaver,Grandma,ACTOR,A Monster Calls,MOVIE,2016,"['drama', 'animation', 'family', 'fantasy', 'thriller', 'european']",7.4,87806
Felicity Jones,Lizzie O'Malley (Mum),ACTOR,A Monster Calls,MOVIE,2016,"['drama', 'animation', 'family', 'fantasy', 'thriller', 'european']",7.4,87806
Toby Kebbell,Dad,ACTOR,A Monster Calls,MOVIE,2016,"['drama', 'animation', 'family', 'fantasy', 'thriller', 'european']",7.4,87806
Liam Neeson,The Monster (voice),ACTOR,A Monster Calls,MOVIE,2016,"['drama', 'animation', 'family', 'fantasy', 'thriller', 'european']",7.4,87806
Ben Moor,Mr. Clark,ACTOR,A Monster Calls,MOVIE,2016,"['drama', 'animation', 'family', 'fantasy', 'thriller', 'european']",7.4,87806
Frida Palsson,Lily's Mum,ACTOR,A Monster Calls,MOVIE,2016,"['drama', 'animation', 'family', 'fantasy', 'thriller', 'european']",7.4,87806
Wanda Opalinska,Female Nurse,ACTOR,A Monster Calls,MOVIE,2016,"['drama', 'animation', 'family', 'fantasy', 'thriller', 'european']",7.4,87806
James Melville,Harry,ACTOR,A Monster Calls,MOVIE,2016,"['drama', 'animation', 'family', 'fantasy', 'thriller', 'european']",7.4,87806
Oliver Steer,Sully,ACTOR,A Monster Calls,MOVIE,2016,"['drama', 'animation', 'family', 'fantasy', 'thriller', 'european']",7.4,87806
Dominic Boyle,Anton,ACTOR,A Monster Calls,MOVIE,2016,"['drama', 'animation', 'family', 'fantasy', 'thriller', 'european']",7.4,87806
Jennifer Lim,Miss Kwan,ACTOR,A Monster Calls,MOVIE,2016,"['drama', 'animation', 'family', 'fantasy', 'thriller', 'european']",7.4,87806
Max Gabbay,Steven,ACTOR,A Monster Calls,MOVIE,2016,"['drama', 'animation', 'family', 'fantasy', 'thriller', 'european']",7.4,87806
Joe Curtis,Peter,ACTOR,A Monster Calls,MOVIE,2016,"['drama', 'animation', 'family', 'fantasy', 'thriller', 'european']",7.4,87806
Morgan Symes,Lawyer,ACTOR,A Monster Calls,MOVIE,2016,"['drama', 'animation', 'family', 'fantasy', 'thriller', 'european']",7.4,87806
Max Golds,5 Year Old Connor,ACTOR,A Monster Calls,MOVIE,2016,"['drama', 'animation', 'family', 'fantasy', 'thriller', 'european']",7.4,87806
Lily-Rose Aslandogdu,Lily,ACTOR,A Monster Calls,MOVIE,2016,"['drama', 'animation', 'family', 'fantasy', 'thriller', 'european']",7.4,87806
Geraldine Chaplin,The Head Teacher,ACTOR,A Monster Calls,MOVIE,2016,"['drama', 'animation', 'family', 'fantasy', 'thriller', 'european']",7.4,87806
Jake Talbot,Rollercoaster Boy,ACTOR,A Monster Calls,MOVIE,2016,"['drama', 'animation', 'family', 'fantasy', 'thriller', 'european']",7.4,87806
Lee Bolton,Rollercoster Rider,ACTOR,A Monster Calls,MOVIE,2016,"['drama', 'animation', 'family', 'fantasy', 'thriller', 'european']",7.4,87806
Garry Marriott,Paramedic,ACTOR,A Monster Calls,MOVIE,2016,"['drama', 'animation', 'family', 'fantasy', 'thriller', 'european']",7.4,87806
J. A. Bayona,unknown,DIRECTOR,A Monster Calls,MOVIE,2016,"['drama', 'animation', 'family', 'fantasy', 'thriller', 'european']",7.4,87806
Christopher Heyerdahl,Sam,ACTOR,Van Helsing,SHOW,2016,"['scifi', 'action', 'fantasy', 'horror', 'drama']",6.2,22172
Rukiya Bernard,Doc,ACTOR,Van Helsing,SHOW,2016,"['scifi', 'action', 'fantasy', 'horror', 'drama']",6.2,22172
Aleks Paunovic,Julius,ACTOR,Van Helsing,SHOW,2016,"['scifi', 'action', 'fantasy', 'horror', 'drama']",6.2,22172
Kelly Overton,Vanessa Van Helsing,ACTOR,Van Helsing,SHOW,2016,"['scifi', 'action', 'fantasy', 'horror', 'drama']",6.2,22172
Jessica Adler,unknown,DIRECTOR,Christine,MOVIE,2016,['drama'],6.9,15146
Priyanka Chopra Jonas,Alex Parrish,ACTOR,Quantico,SHOW,2015,"['drama', 'thriller', 'crime']",6.6,60567
Jake McLaughlin,Ryan Booth,ACTOR,Quantico,SHOW,2015,"['drama', 'thriller', 'crime']",6.6,60567
Johanna Braddy,Shelby Wyatt,ACTOR,Quantico,SHOW,2015,"['drama', 'thriller', 'crime']",6.6,60567
Blair Underwood,Owen Hall,ACTOR,Quantico,SHOW,2015,"['drama', 'thriller', 'crime']",6.6,60567
Russell Tovey,Harry Doyle,ACTOR,Quantico,SHOW,2015,"['drama', 'thriller', 'crime']",6.6,60567
Marlee Matlin,Jocelyn Turner,ACTOR,Quantico,SHOW,2015,"['drama', 'thriller', 'crime']",6.6,60567
Alan Powell,Mike McQuigg,ACTOR,Quantico,SHOW,2015,"['drama', 'thriller', 'crime']",6.6,60567
Joel Edgerton,Richard Loving,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
Ruth Negga,Mildred Loving,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
Michael Shannon,Grey Villet,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
Marton Csokas,Sheriff Brooks,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
Nick Kroll,Bernie Cohen,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
Bill Camp,Frank Beazley,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
Sharon Blackwood,Lola Loving,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
Alano Miller,Raymond Green,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
Terri Abney,Garnet Jetter,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
David Jensen,Judge Bazile,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
Jon Bass,Phil Hirschkop,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
Christopher Mann,Theoliver Jeter,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
Winter-Lee Holland,Musiel Byrd-Jeter,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
Michael Abbott Jr.,Deputy Cole,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
Chris Greene,Percy Fortune,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
Will Dalton,Virgil,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
Matt Malloy,Chet Antieau,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
Andrene Ward-Hammond,Laura,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
D.L. Hopkins,Alex,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
Jennifer Joyner,Hope Ryden,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
Lance Lemon,Cousin Davis,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
Brenan Young,Older Sydney,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
Dalyn Cleckley,Older Donald,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
Quinn McPherson,Older Peggy,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
Jevin Crochrell,Middle Sidney,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
Georgia Crawford,Middle Peggy,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
Micah Claiborne,Toddler Sydney,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
Devin Cleckley,Baby Sydney,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
Pryor Ferguson,Infant Sydney,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
Karen Vicks,Clara - Cashier,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
Scott Wichmann,Reporter #1,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
Benjamin Loeh,Construction Worker,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
Bridget Gethins,Court Secretary,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
Mark Huber,Store Pedestrian,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
James Matthew Poole,Drag Race Spectator,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
Coley Campany,Secretary,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
Sheri Lahris,Secretary,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
Jordan Dickey,Construction Worker,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
Coby Batty,Telephone Man,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
Chris Condetti,Drag Race Spectator / Bar Patron,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
Logan J. Woolfolk,Richard's Racing Crew,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
Robert Haulbrook,County Clerk,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
Keith Tyree,Bricklayer,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
James Nevins,Spectator,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
W. Keith Scott,Prisoner,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
Tom Lancaster,Photojournalist,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
Lonnie M Henderson,Street Walker,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
Brian Thomas Wise,Court Audience Member,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
Ken Holliday,Drag Race Spectator,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
Terry Menefee Gau,Antieau's Secretary,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
Marc Anthony Lowe,Driver,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
Jay SanGiovanni,Racetrack Spectator,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
Tyrell Ford,D.C Teen,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
James Atticus Abebayehu,Baby Boy #1,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
Jim D. Johnston,Phil's Dad,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
Derick Newson,unknown,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
Miles Hopkins,Boarding House Boy,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
Kenneth William Clarke,Construction Worker,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
Robert Furner,Reporter,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
Victoria Chavatel Jimison,Secretary,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
Darrick Claiborne,Field Hand / Drag Strip Attendee / Shot Gun Shack Attendee (uncredited),ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
Raymond H. Johnson,Courtroom Spectator (uncredited),ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
Dean Mumford,Drag Race Driver,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
Rebecca Turner,Pregnant Girl,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
Mike Shiflett,Magistrate,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
Greg Cooper,County Jailer,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
Michael Abbott Jr.,Deputy,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
A. Smith Harrison,Supreme Court Reporter,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
Keith Flippen,Press Conference Reporter,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
Jason Alan Cook,Soundman,ACTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
Jeff Nichols,unknown,DIRECTOR,Loving,MOVIE,2016,"['drama', 'romance']",7,34326
Shinnosuke Mitsushima,29-year-old Satoru Fujinuma (voice),ACTOR,ERASED,SHOW,2016,"['drama', 'thriller', 'animation', 'fantasy', 'scifi']",8.5,44643
Tao Tsuchiya,10-year-old Satoru Fujinuma (voice),ACTOR,ERASED,SHOW,2016,"['drama', 'thriller', 'animation', 'fantasy', 'scifi']",8.5,44643
Minami Takayama,Sachiko Fujinuma (voice),ACTOR,ERASED,SHOW,2016,"['drama', 'thriller', 'animation', 'fantasy', 'scifi']",8.5,44643
Chinatsu Akasaki,Airi Katagiri (voice),ACTOR,ERASED,SHOW,2016,"['drama', 'thriller', 'animation', 'fantasy', 'scifi']",8.5,44643
Aoi Yuki,Kayo Hinazuki (voice),ACTOR,ERASED,SHOW,2016,"['drama', 'thriller', 'animation', 'fantasy', 'scifi']",8.5,44643
You Taichi,Kenya Kobayashi (voice),ACTOR,ERASED,SHOW,2016,"['drama', 'thriller', 'animation', 'fantasy', 'scifi']",8.5,44643
Ayaka Nanase,Osamu (voice),ACTOR,ERASED,SHOW,2016,"['drama', 'thriller', 'animation', 'fantasy', 'scifi']",8.5,44643
Yukitoshi Kikuchi,Kazu (voice),ACTOR,ERASED,SHOW,2016,"['drama', 'thriller', 'animation', 'fantasy', 'scifi']",8.5,44643
Takahiro Mizushima,"Jun ""Yuuki"" Shiratori",ACTOR,ERASED,SHOW,2016,"['drama', 'thriller', 'animation', 'fantasy', 'scifi']",8.5,44643
Mitsuru Miyamoto,Gaku Yashiro (voice),ACTOR,ERASED,SHOW,2016,"['drama', 'thriller', 'animation', 'fantasy', 'scifi']",8.5,44643
Akari Kito,Hiromi Sugati (voice),ACTOR,ERASED,SHOW,2016,"['drama', 'thriller', 'animation', 'fantasy', 'scifi']",8.5,44643
Eddie Redmayne,Einar Wegener / Lili Elbe,ACTOR,The Danish Girl,MOVIE,2015,"['drama', 'romance', 'european']",7.1,183579
Alicia Vikander,Gerda Wegener,ACTOR,The Danish Girl,MOVIE,2015,"['drama', 'romance', 'european']",7.1,183579
Matthias Schoenaerts,Hans Axgil,ACTOR,The Danish Girl,MOVIE,2015,"['drama', 'romance', 'european']",7.1,183579
Ben Whishaw,Henrik Sandahl,ACTOR,The Danish Girl,MOVIE,2015,"['drama', 'romance', 'european']",7.1,183579
Sebastian Koch,Dr. Kurt Warnekros,ACTOR,The Danish Girl,MOVIE,2015,"['drama', 'romance', 'european']",7.1,183579
Pip Torrens,Dr. Jens Hexler,ACTOR,The Danish Girl,MOVIE,2015,"['drama', 'romance', 'european']",7.1,183579
Nicholas Woodeson,Dr. Buson,ACTOR,The Danish Girl,MOVIE,2015,"['drama', 'romance', 'european']",7.1,183579
Amber Heard,Ulla,ACTOR,The Danish Girl,MOVIE,2015,"['drama', 'romance', 'european']",7.1,183579
Emerald Fennell,Elsa,ACTOR,The Danish Girl,MOVIE,2015,"['drama', 'romance', 'european']",7.1,183579
Adrian Schiller,Rasmussen,ACTOR,The Danish Girl,MOVIE,2015,"['drama', 'romance', 'european']",7.1,183579
Henry Pettigrew,Niels,ACTOR,The Danish Girl,MOVIE,2015,"['drama', 'romance', 'european']",7.1,183579
Sophie Kennedy Clark,Ursula,ACTOR,The Danish Girl,MOVIE,2015,"['drama', 'romance', 'european']",7.1,183579
Miltos Yerolemou,Dr. Mai,ACTOR,The Danish Girl,MOVIE,2015,"['drama', 'romance', 'european']",7.1,183579
Jake Graf,Henri,ACTOR,The Danish Girl,MOVIE,2015,"['drama', 'romance', 'european']",7.1,183579
Tusse Silberg,Older Woman,ACTOR,The Danish Girl,MOVIE,2015,"['drama', 'romance', 'european']",7.1,183579
Claus Bue,Man at Window,ACTOR,The Danish Girl,MOVIE,2015,"['drama', 'romance', 'european']",7.1,183579
Peter Krag,Stage Doorman,ACTOR,The Danish Girl,MOVIE,2015,"['drama', 'romance', 'european']",7.1,183579
Angela Curran,Dresser,ACTOR,The Danish Girl,MOVIE,2015,"['drama', 'romance', 'european']",7.1,183579
Pixie,Hvappe (dog),ACTOR,The Danish Girl,MOVIE,2015,"['drama', 'romance', 'european']",7.1,183579
Richard Dixon,Fonnesbech,ACTOR,The Danish Girl,MOVIE,2015,"['drama', 'romance', 'european']",7.1,183579
Paul Bigley,Man in Gallery,ACTOR,The Danish Girl,MOVIE,2015,"['drama', 'romance', 'european']",7.1,183579
Nancy Crane,American Woman,ACTOR,The Danish Girl,MOVIE,2015,"['drama', 'romance', 'european']",7.1,183579
Nicola Sloane,Brothel Madame,ACTOR,The Danish Girl,MOVIE,2015,"['drama', 'romance', 'european']",7.1,183579
Sonya Cullingford,Striptease Artist,ACTOR,The Danish Girl,MOVIE,2015,"['drama', 'romance', 'european']",7.1,183579
Clare Fettarappa,Receptionist,ACTOR,The Danish Girl,MOVIE,2015,"['drama', 'romance', 'european']",7.1,183579
Victoria Emslie,Gallery Employee,ACTOR,The Danish Girl,MOVIE,2015,"['drama', 'romance', 'european']",7.1,183579
Raphael Acloque,Man in Park 1,ACTOR,The Danish Girl,MOVIE,2015,"['drama', 'romance', 'european']",7.1,183579
Alexander Devrient,Man in Park 2,ACTOR,The Danish Girl,MOVIE,2015,"['drama', 'romance', 'european']",7.1,183579
Cosima Shaw,Hospital Receptionist,ACTOR,The Danish Girl,MOVIE,2015,"['drama', 'romance', 'european']",7.1,183579
Rebecca Root,Nurse,ACTOR,The Danish Girl,MOVIE,2015,"['drama', 'romance', 'european']",7.1,183579
Issy van Randwyck,Manageress,ACTOR,The Danish Girl,MOVIE,2015,"['drama', 'romance', 'european']",7.1,183579
Aisha Fabienne Ross,Shop Assistant 1,ACTOR,The Danish Girl,MOVIE,2015,"['drama', 'romance', 'european']",7.1,183579
Holly Weston,Shop Assistant 2,ACTOR,The Danish Girl,MOVIE,2015,"['drama', 'romance', 'european']",7.1,183579
Eleanor Hafner,Shop Assistant 3,ACTOR,The Danish Girl,MOVIE,2015,"['drama', 'romance', 'european']",7.1,183579
Maya Lindh,Shop Assistant 4,ACTOR,The Danish Girl,MOVIE,2015,"['drama', 'romance', 'european']",7.1,183579
Rebecca Clay,Scent Customer,ACTOR,The Danish Girl,MOVIE,2015,"['drama', 'romance', 'european']",7.1,183579
Erich Redman,Concierge,ACTOR,The Danish Girl,MOVIE,2015,"['drama', 'romance', 'european']",7.1,183579
Philip Arditti,Dr. McBride,ACTOR,The Danish Girl,MOVIE,2015,"['drama', 'romance', 'european']",7.1,183579
Tom Hooper,unknown,DIRECTOR,The Danish Girl,MOVIE,2015,"['drama', 'romance', 'european']",7.1,183579
Bill Burr,Frank Murphy (voice),ACTOR,F is for Family,SHOW,2015,"['comedy', 'drama', 'animation']",8,36562
Laura Dern,Sue Murphy (voice),ACTOR,F is for Family,SHOW,2015,"['comedy', 'drama', 'animation']",8,36562
Justin Long,Kevin Murphy (voice),ACTOR,F is for Family,SHOW,2015,"['comedy', 'drama', 'animation']",8,36562
Haley Reinhart,Bill Murphy (voice),ACTOR,F is for Family,SHOW,2015,"['comedy', 'drama', 'animation']",8,36562
Lena Waithe,Denise,ACTOR,Master of None,SHOW,2015,"['drama', 'comedy']",8.3,72881
Naomi Ackie,Alicia,ACTOR,Master of None,SHOW,2015,"['drama', 'comedy']",8.3,72881
James Purefoy,Hap Collins,ACTOR,Hap and Leonard,SHOW,2016,"['action', 'thriller', 'crime', 'drama']",7.6,7696
Michael Kenneth Williams,Leonard Pine,ACTOR,Hap and Leonard,SHOW,2016,"['action', 'thriller', 'crime', 'drama']",7.6,7696
Nicholas Logan,Grady,ACTOR,Hap and Leonard,SHOW,2016,"['action', 'thriller', 'crime', 'drama']",7.6,7696
Joe Swanberg,unknown,DIRECTOR,Easy,SHOW,2016,"['drama', 'comedy']",6.9,13620
Henrik Mestad,Jesper Berg,ACTOR,Occupied,SHOW,2015,"['war', 'drama', 'thriller']",7.6,9044
Eldar Skar,Hans Martin Djupvik,ACTOR,Occupied,SHOW,2015,"['war', 'drama', 'thriller']",7.6,9044
Ingeborga Dapk®naitŽ?,Irina Sidorva,ACTOR,Occupied,SHOW,2015,"['war', 'drama', 'thriller']",7.6,9044
Selome Emnetu,Hilde Djupvik,ACTOR,Occupied,SHOW,2015,"['war', 'drama', 'thriller']",7.6,9044
Narges Rashidi,Shideh,ACTOR,Under the Shadow,MOVIE,2016,"['war', 'drama', 'horror', 'thriller', 'fantasy']",6.8,27337
Avin Manshadi,Dorsa,ACTOR,Under the Shadow,MOVIE,2016,"['war', 'drama', 'horror', 'thriller', 'fantasy']",6.8,27337
Bobby Naderi,Iraj,ACTOR,Under the Shadow,MOVIE,2016,"['war', 'drama', 'horror', 'thriller', 'fantasy']",6.8,27337
Ray Haratian,Mr. Ebrahimi,ACTOR,Under the Shadow,MOVIE,2016,"['war', 'drama', 'horror', 'thriller', 'fantasy']",6.8,27337
Hamid Djavadan,Mr. Fakur,ACTOR,Under the Shadow,MOVIE,2016,"['war', 'drama', 'horror', 'thriller', 'fantasy']",6.8,27337
Bijan Daneshmand,Director,ACTOR,Under the Shadow,MOVIE,2016,"['war', 'drama', 'horror', 'thriller', 'fantasy']",6.8,27337
Behi Djanati Atai,Pargol,ACTOR,Under the Shadow,MOVIE,2016,"['war', 'drama', 'horror', 'thriller', 'fantasy']",6.8,27337
Aram Ghasemy,Mrs. Ebrahimi,ACTOR,Under the Shadow,MOVIE,2016,"['war', 'drama', 'horror', 'thriller', 'fantasy']",6.8,27337
Soussan Farrokhnia,Mrs. Fakur,ACTOR,Under the Shadow,MOVIE,2016,"['war', 'drama', 'horror', 'thriller', 'fantasy']",6.8,27337
Arash Marandi,Dr. Reza,ACTOR,Under the Shadow,MOVIE,2016,"['war', 'drama', 'horror', 'thriller', 'fantasy']",6.8,27337
Nabil Koni,Mr. Bijari,ACTOR,Under the Shadow,MOVIE,2016,"['war', 'drama', 'horror', 'thriller', 'fantasy']",6.8,27337
Sajjad Delafrooz,Secretary,ACTOR,Under the Shadow,MOVIE,2016,"['war', 'drama', 'horror', 'thriller', 'fantasy']",6.8,27337
Houshang Ranjbar,Police Officer,ACTOR,Under the Shadow,MOVIE,2016,"['war', 'drama', 'horror', 'thriller', 'fantasy']",6.8,27337
Amir Ranjbar,Young Soldier,ACTOR,Under the Shadow,MOVIE,2016,"['war', 'drama', 'horror', 'thriller', 'fantasy']",6.8,27337
Babak Anvari,unknown,DIRECTOR,Under the Shadow,MOVIE,2016,"['war', 'drama', 'horror', 'thriller', 'fantasy']",6.8,27337
Bianca Comparato,Michele Santana,ACTOR,3%,SHOW,2016,"['scifi', 'action', 'drama', 'thriller']",7.3,25452
Vaneza Oliveira,Joana,ACTOR,3%,SHOW,2016,"['scifi', 'action', 'drama', 'thriller']",7.3,25452
Rodolfo Valente,Rafael,ACTOR,3%,SHOW,2016,"['scifi', 'action', 'drama', 'thriller']",7.3,25452
Rafael Lozano,Marco Alvarez,ACTOR,3%,SHOW,2016,"['scifi', 'action', 'drama', 'thriller']",7.3,25452
Ashton Kutcher,Colt,ACTOR,The Ranch,SHOW,2016,"['comedy', 'drama', 'western']",7.4,38420
Elisha Cuthbert,Abby,ACTOR,The Ranch,SHOW,2016,"['comedy', 'drama', 'western']",7.4,38420
Sam Elliott,Beau,ACTOR,The Ranch,SHOW,2016,"['comedy', 'drama', 'western']",7.4,38420
Debra Winger,Maggie,ACTOR,The Ranch,SHOW,2016,"['comedy', 'drama', 'western']",7.4,38420
Grady Lee Richmond,Hank,ACTOR,The Ranch,SHOW,2016,"['comedy', 'drama', 'western']",7.4,38420
Kelli Goss,Heather,ACTOR,The Ranch,SHOW,2016,"['comedy', 'drama', 'western']",7.4,38420
Mae Whitman,Bianca Piper,ACTOR,The DUFF,MOVIE,2015,"['comedy', 'romance']",6.4,93675
Robbie Amell,Wesley Rush,ACTOR,The DUFF,MOVIE,2015,"['comedy', 'romance']",6.4,93675
Bella Thorne,Madison Morgan,ACTOR,The DUFF,MOVIE,2015,"['comedy', 'romance']",6.4,93675
Skyler Samuels,Jess Harris,ACTOR,The DUFF,MOVIE,2015,"['comedy', 'romance']",6.4,93675
Bianca A. Santos,Casey Cordero,ACTOR,The DUFF,MOVIE,2015,"['comedy', 'romance']",6.4,93675
Romany Malco,Principal Buchanon,ACTOR,The DUFF,MOVIE,2015,"['comedy', 'romance']",6.4,93675
Ken Jeong,Mr. Arthur,ACTOR,The DUFF,MOVIE,2015,"['comedy', 'romance']",6.4,93675
Chris Wylde,Mr. Fillmore,ACTOR,The DUFF,MOVIE,2015,"['comedy', 'romance']",6.4,93675
Allison Janney,Dottie Piper,ACTOR,The DUFF,MOVIE,2015,"['comedy', 'romance']",6.4,93675
Seth Meriwether,A.J.,ACTOR,The DUFF,MOVIE,2015,"['comedy', 'romance']",6.4,93675
Rebecca Weil,Caitlyn,ACTOR,The DUFF,MOVIE,2015,"['comedy', 'romance']",6.4,93675
Brian Dewar McNamara,Matt,ACTOR,The DUFF,MOVIE,2015,"['comedy', 'romance']",6.4,93675
Benjamin Davis,Jeffrey,ACTOR,The DUFF,MOVIE,2015,"['comedy', 'romance']",6.4,93675
Lai-Ling Bernstein,Octavia,ACTOR,The DUFF,MOVIE,2015,"['comedy', 'romance']",6.4,93675
